ID,Name,InChIKey,SMILES,Solubility,rdkit_mol,standEState_VSA10,standNumHAcceptors,standNumHeteroatoms,standPEOE_VSA1,standSlogP_VSA7,standPEOE_VSA13,standRingCount,standNumAliphaticHeterocycles,standChi1,standVSA_EState5,standKappa3,standNHOHCount,standChi1n,standNOCount,standChi0n,standPEOE_VSA4,standTPSA,standEState_VSA7,standVSA_EState7,standSlogP_VSA3,standSMR_VSA5,standSMR_VSA4,standSMR_VSA2,standEState_VSA6,standEState_VSA8,standSMR_VSA6,standMinEStateIndex,standNumAromaticRings,standFractionCSP3,standSlogP_VSA1,standSlogP_VSA6,standNumSaturatedCarbocycles,standPEOE_VSA5,standNumSaturatedHeterocycles,standChi2n,standPEOE_VSA3,standChi3n,standPEOE_VSA8,standVSA_EState6,standMaxEStateIndex,standMaxAbsEStateIndex,standChi4v,standSMR_VSA10,standPEOE_VSA11,standSlogP_VSA10,standNumValenceElectrons,standVSA_EState8,standSlogP_VSA2,standVSA_EState10,standFpDensityMorgan2,standEState_VSA3,standVSA_EState9,standPEOE_VSA12,standNumAliphaticCarbocycles,standKappa2,standNumRadicalElectrons,standExactMolWt,standNumHDonors,standNumRotatableBonds,standHeavyAtomCount,standEState_VSA11,standChi2v,standMolWt,standBertzCT,standVSA_EState1,standVSA_EState2,standPEOE_VSA7,standChi1v,standChi3v,standSlogP_VSA5,standPEOE_VSA6,standEState_VSA4,standHeavyAtomMolWt,standSMR_VSA1,standPEOE_VSA9,standVSA_EState4,standBalabanJ,standSMR_VSA9,standSMR_VSA7,standNumSaturatedRings,standPEOE_VSA2,standMolLogP,standPEOE_VSA10,standEState_VSA2,standFpDensityMorgan3,standChi0v,standSlogP_VSA12,standMolMR,standMinAbsEStateIndex,standVSA_EState3,standChi0,standNumAliphaticRings,standLabuteASA,standHallKierAlpha,standSlogP_VSA4,standNumAromaticHeterocycles,standSMR_VSA3,standEState_VSA9,standSlogP_VSA11,standKappa1,standFpDensityMorgan1,standChi4n,standPEOE_VSA14,standEState_VSA5,standNumAromaticCarbocycles,standEState_VSA1,standqed,standSlogP_VSA8
A-4617,sodium heptadecyl sulfate,HHURSJAUVYNJBT-UHFFFAOYSA-M,[Na+].CCCCCCCCCCCCCCCCCO[S]([O-])(=O)=O,-2.3669926669,<rdkit.Chem.rdchem.Mol object at 0x1366f8dd0>,0.5172987394241577,0.20049622284718138,0.2510487915738856,-0.5272697469508242,-0.29679412374310754,-0.43118700411625704,-0.9995880188393155,-0.34178930492942794,0.4824339287243092,0.11656288451577922,-0.049426163499332126,-0.6896191048821732,0.8696848999478283,0.0036971685734725796,0.7847850340333392,-0.30696195460223447,0.11605975699897082,-0.6117596871887956,2.55749644714893,0.6099319677505436,1.9151078349787414,-0.4868475045817513,-0.17144408782701623,-0.7256105734704817,-0.06340330248651545,-0.1854399541595913,-2.2933602654028062,-0.9251887730948745,1.609695979317882,1.797855562582813,-0.9206930740209742,-0.2443763806524881,-0.27654454108244925,-0.28894212838997196,0.5918744194452228,0.9960871169164665,0.5185921160114683,-0.7763644270657185,-0.7576567099870121,0.17885633235432594,0.17885633235432594,0.3413255331874169,-0.45419760994602354,-0.4478476475971224,-0.47880077290098655,0.680657767645316,-0.13592454541322713,-0.16121699173353074,-0.4021367835560029,-1.4471267808686588,-0.27422531883563367,-1.6022044387727712,1.9753670935488212,-0.29713415431887585,1.6718502409012634,-0.08629530074284007,0.5896951296972124,-0.7300251572401164,2.3945642619480583,0.5342504805211178,-0.07095947242679887,0.601049087092597,0.5881276101316857,-0.29378119598264146,1.378088504114747,-0.9360609741274036,-0.7083113631645802,0.9632042663617363,0.4108173532845528,2.0996002093939854,1.9985292578078637,0.11278491378622019,0.49985852689096705,1.6992700857326035,-0.2549416752707208,-0.4912466009252606,-2.190976870702121,-0.5192349592891412,-1.0159591791393565,-0.37736300547229,-0.09793753441898112,0.053789132489177945,-0.6379170771764068,1.2790998032536414,-1.3749914266448853,1.011755571856391,-0.4898382069203876,0.5402233428503346,-0.7877388743873466,-0.6956857610871958,0.4843756331961814,-0.4364437583487355,0.8787083454498118,1.6705046609682963,-0.5460841297331339,-0.4281399194089812,-0.5216477953643636,-0.7468182844748946,-0.43405380175046815,1.088696302948568,-1.2715975869137792,0.46049134771321737,1.3594315639560728,2.479835786958762,-0.8112303287068572,0.042395632638888195,-1.8541355912199764,-0.3780815420043047
B-738,n-decane,DIOQZVSQGTUSAI-UHFFFAOYSA-N,CCCCCCCCCC,-6.4372,<rdkit.Chem.rdchem.Mol object at 0x1366f8eb0>,-0.8736057923038081,-1.196329120269656,-1.3706126582043523,-0.9738072981763453,-0.29679412374310754,-0.43118700411625704,-0.9995880188393155,-0.34178930492942794,-0.617868575783754,0.11656288451577922,-0.050831323151096175,-0.6896191048821732,-0.15535992181786318,-1.226227576868427,-0.346950734596168,-0.30696195460223447,-1.1525406768830921,-0.6117596871887956,1.4161810844724045,-0.82064270056297,0.9747935071077969,-0.4868475045817513,-0.17144408782701623,-0.7256105734704817,0.05868863014029144,-0.6637015537438961,1.4377592096227672,-0.9251887730948745,1.609695979317882,-0.4943844560079275,-0.9206930740209742,-0.2443763806524881,-0.27654454108244925,-0.28894212838997196,-0.2856072776825908,-0.595172876563506,-0.2788316355657668,-0.7763644270657185,-0.7576567099870121,-2.4325144217369083,-2.4325144217369083,-0.4429898897770589,-0.988772591094383,-0.4478476475971224,-0.47880077290098655,-0.5443114149108945,0.29490781902061786,-0.943906978667902,-0.4021367835560029,-1.779010198504949,-0.8629307007844992,0.06160828094390046,-0.38077083905641873,-0.29713415431887585,0.2798240176747951,-0.08629530074284007,-0.7630298851889791,-0.7300251572401164,0.5258004729082066,-0.6720435908817682,-0.07095947242679887,-0.4511275141843645,-0.7641130233227941,-0.9627432851645046,-0.5018692753031829,-0.9360609741274036,-0.9710602142197404,-0.3001638347252504,-0.4507177661178044,1.0830337261394114,1.104452846081388,-0.6931207193551989,-0.8570589685781884,-0.8448511412592185,-0.9068031140464431,-0.4912466009252606,0.2398865957615855,-0.5192349592891412,-1.0159591791393565,-0.37736300547229,-0.7601086345613239,0.5951244365828443,-0.6379170771764068,-0.6782472083203138,-1.649777284840785,-0.4651382440483656,-0.4898382069203876,-0.42510901092095654,2.8298197685955837,-0.6956857610871958,-0.6575397158882835,-0.4364437583487355,-0.629412515504092,0.9646870422676287,-0.5460841297331339,-0.4281399194089812,-0.5216477953643636,-0.7468182844748946,-0.43405380175046815,-0.4056794099800159,-1.6946307850134972,-0.2879040143363295,-0.42030257846422775,1.474967850630072,-0.8112303287068572,-0.6575480941937571,-0.3247214642963078,-0.3780815420043047
B-4109,"2,4,5,2',5'-pcb",LAHWLEDBADHJGA-UHFFFAOYSA-N,Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)cc2Cl,-7.3263,<rdkit.Chem.rdchem.Mol object at 0x1366f8c80>,-0.8736057923038081,-1.196329120269656,-0.0192281167224874,-0.9738072981763453,3.7689336753023244,-0.43118700411625704,0.3849905277278419,-0.34178930492942794,-0.019266902018301977,0.11656288451577922,-0.05125262868623973,-0.6896191048821732,-0.23415663372830142,-1.226227576868427,-0.25584258412760713,-0.30696195460223447,-1.1525406768830921,-0.6117596871887956,-0.35131290005232385,-0.82064270056297,-0.6380014128225664,-0.4868475045817513,-0.17144408782701623,1.6108242802096544,-0.5581957502632761,-0.6637015537438961,0.822068237669343,0.8436587279562459,-1.2282666865680734,-0.4943844560079275,0.3104401634957459,-0.2443763806524881,-0.27654454108244925,-0.28894212838997196,-0.21416969560487384,-0.595172876563506,-0.17159583789794838,0.8406181440471753,0.4591364618649322,-1.1663546180210835,-1.1663546180210835,0.12458554428507443,1.9930391938767944,-0.4478476475971224,-0.47880077290098655,-0.10196143232115185,-0.5731531793991725,-0.943906978667902,3.7352259958249423,-1.1054821196975695,1.949714065433636,0.06160828094390046,-0.38077083905641873,-0.29713415431887585,-0.23123550841890403,-0.08629530074284007,0.3747301960685935,-0.7300251572401164,-0.5954578005157042,-0.022500629357137304,-0.07095947242679887,0.141206739656416,0.3874935431559169,0.3185242002063432,-0.5018692753031829,-0.9360609741274036,0.27016017095158845,0.05367322368274362,0.20087850415110917,-0.6605462783008385,0.9004823444597287,-0.3439740705964361,0.4875472901749703,-0.8448511412592185,0.5798561964468942,0.030622784900614715,0.26775136254838255,1.6546055961006851,0.9549664073664421,-0.37736300547229,-0.7601086345613239,1.335584113887359,-0.6379170771764068,-0.6782472083203138,-0.41389659455775024,0.15280239185091832,3.183090960972245,0.2286681104576729,0.27322260357809075,-0.49393191597148367,-0.023695150557332467,-0.4364437583487355,0.24571977820665522,0.8754457351287348,-0.5460841297331339,-0.4281399194089812,-0.5216477953643636,3.068260111538983,-0.43405380175046815,-0.09714187418368281,-1.6128680006097496,-0.16952589332916307,-0.42030257846422775,-0.5347681712787378,1.1419852757550089,-0.6575480941937571,-0.0755564704448779,1.4320033304246453
D-1712,"butanoic acid, pentyl ester",CFNJLPHOBMVMNS-UHFFFAOYSA-N,CCCCCOC(=O)CCC,-2.467,<rdkit.Chem.rdchem.Mol object at 0x1366f8c10>,-0.3594606697177388,-0.4979164487112373,-0.8300588416116064,-0.5092117868977544,-0.29679412374310754,-0.43118700411625704,-0.9995880188393155,-0.34178930492942794,-0.5411210475263811,0.08983837555625203,-0.05088303831452303,-0.6896191048821732,-0.2638241802980211,-0.6112652041474772,-0.36131657389797134,-0.30696195460223447,-0.6502948498477215,-0.16593829957742096,0.3848561748715589,0.11443472032419146,0.49841751351223146,-0.4868475045817513,-0.17144408782701623,-0.7256105734704817,-0.24975356006149232,-0.1854399541595913,0.5333275569962558,-0.9251887730948745,1.2943668130145267,-0.4943844560079275,-0.9206930740209742,-0.2443763806524881,-0.27654454108244925,-0.28894212838997196,-0.41291064290982943,-0.595172876563506,-0.47322092023828877,-0.28598685361635856,-0.7576567099870121,0.3707152424197724,0.3707152424197724,-0.6190882243888896,-0.6819121879980199,-0.4478476475971224,-0.47880077290098655,-0.47625757143554953,0.32862700601112116,-0.44112104926609974,-0.4021367835560029,0.5726686950057914,0.33153932759134647,0.06160828094390046,-0.38077083905641873,-0.29713415431887585,0.085395526185756,-0.08629530074284007,-0.6631077545233909,-0.7300251572401164,0.3389240940042215,-0.5792517392353924,-0.07095947242679887,-0.5647040880414982,-0.6643368436826016,-0.8203077029146393,-0.23441865928261932,-0.11709669943835878,-0.44556251210942005,-0.4019118670977212,-0.622078466465822,0.5680273562877208,0.014486449386310723,0.5157377004319629,-0.7235449100702211,-0.3257211993759934,-0.2549416752707208,-0.4912466009252606,0.6005498509471769,-0.5192349592891412,-1.0159591791393565,-0.37736300547229,-0.0011463974916297328,0.10806041295301819,-0.6379170771764068,-0.3551649273234589,0.6639597063686062,-0.4788636795306052,-0.4898382069203876,-0.4911167174290861,-0.6497326246111488,-0.6956857610871958,-0.545429058445297,-0.4364437583487355,-0.585488807264614,0.5347062196613742,-0.5460841297331339,-0.4281399194089812,-0.5216477953643636,-0.43526587049093507,-0.43405380175046815,-0.3620623546584037,0.200777258837753,-0.4938439248918082,-0.06087251846065963,-0.28355116854013657,-0.8112303287068572,-0.6575480941937571,-0.48063610561343745,-0.3780815420043047
B-4145,3-methylacetanilide,ALMHSXDYCFOZQD-UHFFFAOYSA-N,CC(=O)Nc1cccc(C)c1,-2.091,<rdkit.Chem.rdchem.Mol object at 0x1366f8b30>,-0.3594606697177388,-0.8471227844904466,-0.8300588416116064,-0.45233220358182624,-0.29679412374310754,-0.43118700411625704,-0.30729874555573683,-0.34178930492942794,-0.5657755696959194,0.10026194516571198,-0.05128678571995108,-0.1455559691727591,-0.4904408788748333,-0.6112652041474772,-0.4850279387224833,-0.30696195460223447,-0.596823787822286,1.3965220584392322,-0.35131290005232385,-0.3502749178849377,-0.2955424522285924,-0.4868475045817513,-0.17144408782701623,-0.7256105734704817,-0.32134072072741093,-0.2788277480819004,0.5462905705073183,-0.04076502256931434,-0.5976083116724232,-0.08205444531119613,0.06421354695921036,-0.2443763806524881,-0.27654454108244925,-0.28894212838997196,-0.44931957745610457,-0.595172876563506,-0.5232453788966269,0.186785191145963,0.3596148320274999,0.31453276512475,0.31453276512475,-0.5689946229531883,-0.3927378776244166,-0.4478476475971224,0.35149488194922385,-0.6123652583862396,0.09488644427115192,-0.7077426412093367,-0.4021367835560029,1.150950620108244,-0.8629307007844992,0.06160828094390046,0.9576396093836599,-0.29713415431887585,-0.5130716216446438,-0.08629530074284007,-0.7197519001979311,-0.040096078712051814,-0.5954578005157042,-0.5792517392353924,-0.07095947242679887,-0.5971871416997668,-0.720919431203051,-0.4190466071014865,-0.5018692753031829,-0.130055555068393,0.03642087184078353,-0.614496210604334,-0.6661767113081983,-0.326685525868563,-0.39734991978862894,0.0129503763131997,-0.7368515893005696,-0.5837155451780738,-0.9068031140464431,0.2430713663363697,0.3714799456265986,-0.5192349592891412,0.044381314010836254,-0.37736300547229,-0.0011463974916297328,-0.061512501949693904,-0.6379170771764068,-0.3585274135064923,1.1298127481155236,-0.5970602095520358,-0.4898382069203876,-0.48904651328272447,-0.7035602834564907,-0.47019412130429816,-0.5788612648686636,-0.4364437583487355,-0.6261841858223269,-0.09809575663228289,0.25275411531275493,-0.4281399194089812,-0.5216477953643636,-0.7468182844748946,-0.43405380175046815,-0.6104753757139645,0.958940807771974,-0.4352614753654681,-0.42030257846422775,-0.26387441974506387,0.16537747352407584,-0.6575480941937571,0.6123916412256855,-0.3780815420043047
A-1676,"Octanoic acid, ester with 1,2,3-propanetriol",SQABAALQCGKFFO-UHFFFAOYSA-N,CCCCCCCC(O)=O.OCC(O)CO,-3.2000007811,<rdkit.Chem.rdchem.Mol object at 0x1366f8ac0>,-0.3594606697177388,0.20049622284718138,-0.0192281167224874,1.029602643615539,-0.29679412374310754,-0.43118700411625704,-0.9995880188393155,-0.34178930492942794,-0.09876364012382788,-0.22627883162956344,-0.04993358789687811,1.486633437955483,0.03316469442148281,0.31117835493394747,-0.01257200945008915,-0.30696195460223447,0.7187547203020112,-0.6117596871887956,0.4091687454257544,-0.3502749178849377,0.6369359323441417,-0.4868475045817513,-0.17144408782701623,-0.7256105734704817,-0.24975356006149232,0.29282164542471345,-0.04042633001700266,-0.9251887730948745,1.3516994502172301,-0.4943844560079275,-0.9206930740209742,-0.2443763806524881,-0.27654454108244925,-0.28894212838997196,-0.15490127924787386,-0.595172876563506,-0.29519254735084227,-0.28598685361635856,-0.7576567099870121,0.12312663315709324,0.12312663315709324,-0.5638686124229613,-0.6819121879980199,-0.4478476475971224,-0.47880077290098655,0.06817317636721074,-0.30147269694804973,0.8836681407560832,-0.4021367835560029,-0.16223091972141485,-0.27422531883563367,0.06160828094390046,-0.38077083905641873,-0.29713415431887585,1.0100895144738025,-0.08629530074284007,-0.17452298949908404,2.0296911568721416,0.7126768518121918,-0.11529248100351315,-0.07095947242679887,-0.3345152042246693,-0.1761371410171454,-0.7116388055966508,-0.5018692753031829,-0.1742046305505433,-0.7083113631645802,-0.12331286994741342,-0.4651404607974303,0.5545812018296638,0.18191881250399353,0.11278491378622019,-0.24245475948552983,0.5287973068039798,0.3969197635050016,-0.4912466009252606,-2.190976870702121,-0.5192349592891412,-1.0159591791393565,-0.37736300547229,-0.0011463974916297328,-0.4177389352728073,0.1372131086904165,0.036933655574630325,-0.32597816006213337,-0.14566553366868604,-0.4898382069203876,-0.13053499002199187,0.10293815337489186,1.994069210327594,0.006523684660777798,-0.4364437583487355,-0.16590555645304322,0.43735206202291443,-0.5460841297331339,-0.4281399194089812,-0.5216477953643636,0.5966454133274904,-0.43405380175046815,0.31221552415500314,-0.1309190245635704,-0.42926681248334414,-0.06087251846065963,0.21888281828063716,-0.8112303287068572,0.15508876399861543,-0.3348675125022985,-0.3780815420043047
A-1961,[(1E)-2-(diethoxymethyl)hept-1-en-1-yl]benzene,MPKOLWUWOADQCX-BMRADRMJSA-N,CCCCC\C(=C/c1ccccc1)C(OCC)OCC,-5.1720565184,<rdkit.Chem.rdchem.Mol object at 0x1366f8a50>,-0.8736057923038081,-0.4979164487112373,-0.8300588416116064,-0.04461627561916353,-0.29679412374310754,-0.43118700411625704,-0.30729874555573683,-0.34178930492942794,0.3366214581508649,0.11656288451577922,-0.0509654438400056,-0.6896191048821732,0.5410248009333949,-0.6112652041474772,0.45336006626906694,-0.30696195460223447,-0.8000137652401323,0.6704981852140368,0.682758430236513,0.10877666941545218,0.6664123302082944,-0.4868475045817513,-0.17144408782701623,-0.7256105734704817,1.1019145873039158,0.29282164542471345,0.43518340972703373,-0.04076502256931434,0.34837931410446044,-0.4943844560079275,0.5366459641782494,-0.2443763806524881,-0.27654454108244925,-0.28894212838997196,0.20448831888701768,-0.595172876563506,0.19618243365534252,0.23281071535297213,0.7495242392609096,-1.2844212169167561,-1.2844212169167561,-0.013286297198767632,-0.6764263699916119,0.8647195343736381,-0.47880077290098655,0.30636162853091836,0.8785264770446278,-0.16416101685300288,-0.4021367835560029,0.02330108101071785,0.34859867950892476,0.06160828094390046,-0.38077083905641873,-0.29713415431887585,0.5039357574341348,-0.08629530074284007,0.07622303207617787,-0.7300251572401164,1.086429609620162,0.25587492558199026,-0.07095947242679887,-0.013877653416865605,0.07470730474671186,-0.18955951644739902,0.12078802084639575,-0.9360609741274036,0.5768182994024469,0.35309998053561936,-0.0319768683670902,0.730219267774058,0.8486656941491972,-0.2901679027844894,-0.0014387194033457407,-0.32886239771296044,-0.9068031140464431,0.40661201665215946,0.414431360071149,-0.5192349592891412,0.4581342198057602,-0.37736300547229,-0.7601086345613239,0.8652532854400766,-0.6379170771764068,-0.33780623789784886,0.22916350692152063,0.2994961105651096,-0.4898382069203876,0.4266225337179626,-0.24219855297214846,-0.6956857610871958,0.2409872440085133,-0.4364437583487355,0.235808973056279,0.05604826987955856,-0.5460841297331339,-0.4281399194089812,-0.5216477953643636,-0.12371345650697552,-0.43405380175046815,0.23771505787579592,-0.3046647757246734,0.21461703230505097,-0.42030257846422775,0.6546046809131272,0.16537747352407584,-0.6575480941937571,-0.4739931777632094,0.610343785087618
B-2495,"pteridine, 2-(methylthio)-",LNTLWEUAGAFRJR-UHFFFAOYSA-N,CSc1ncc2nccnc2n1,-1.7561,<rdkit.Chem.rdchem.Mol object at 0x1366f89e0>,-0.8736057923038081,0.5497025586263907,-0.0192281167224874,-0.9738072981763453,-0.29679412374310754,-0.43118700411625704,0.3849905277278419,-0.34178930492942794,-0.42612700842342055,0.11656288451577922,-0.05138365716376399,-0.6896191048821732,-0.5262671313368232,0.0036971685734725796,-0.5274411887792207,-0.30696195460223447,-0.16790963951095306,-0.20894893497932696,0.7072630185820151,-0.82064270056297,-0.5104786709688647,-0.4868475045817513,-0.17144408782701623,0.7064018141994672,0.329919618734249,-0.21085644976131673,0.9801699485422379,0.8436587279562459,-0.8228434304605343,-0.4943844560079275,0.04316819424654078,-0.2443763806524881,-0.27654454108244925,-0.28894212838997196,-0.5723292788047928,3.1734168896484696,-0.5038242902366971,0.1701789585543175,-0.7576567099870121,-1.806269169155922,-1.806269169155922,-0.4512466568586298,0.1897579104451051,1.806589335934612,-0.47880077290098655,-0.578338336648567,-0.5731531793991725,0.10321560681216871,-0.19598516467346427,0.765429336706609,-0.3451583977306431,0.06160828094390046,-0.38077083905641873,-0.29713415431887585,-0.5362231845544037,-0.08629530074284007,-0.5385026530745274,-0.7300251572401164,-0.5954578005157042,-0.4864598875890166,-0.07095947242679887,-0.5089812714397998,-0.5393961696613606,-0.09652166258630686,-0.5018692753031829,0.30707415435654206,-0.7150655348855492,-0.37088738349504174,-0.45338589696189535,-0.6605462783008385,-0.40784217979856136,-0.023304439303507066,-0.5092824833022819,-0.8448511412592185,-0.295397712467566,0.013981081287840454,0.2641176081792777,-0.5192349592891412,-0.3551142029653017,-0.37736300547229,-0.7601086345613239,-0.304496753716897,0.06263746525465519,-0.6782472083203138,1.3109776615312092,-0.5228964963340951,0.25493884671544204,-0.4564923201756036,0.9297246544683798,-0.6352862136527098,-0.5632319089326865,-0.4364437583487355,-0.5168762937659686,-0.03319304934841808,-0.5460841297331339,3.546591611476259,2.816189383624515,-0.7468182844748946,-0.43405380175046815,-0.6450329472725548,0.15865711690702755,-0.4736753991304181,-0.42030257846422775,-0.07458011878586344,-0.8112303287068572,-0.6575480941937571,-0.24457538823386812,1.4380182765603828
B-2305,sulfur dioxide,RAHZWNYVWXNFOC-UHFFFAOYSA-N,O=[S]=O,0.2235,<rdkit.Chem.rdchem.Mol object at 0x1366f8970>,-0.8736057923038081,-0.4979164487112373,-0.5597819333152334,-0.9738072981763453,-0.29679412374310754,-0.43118700411625704,-0.9995880188393155,-0.34178930492942794,-1.2999008516975166,0.11656288451577922,-0.05133532446047933,-0.6896191048821732,-1.2606677486366493,-0.6112652041474772,-1.292567453519139,1.258244648137138,-0.5005759344553107,-0.6117596871887956,-0.35131290005232385,0.3145355851535761,-0.6380014128225664,-0.4868475045817513,-0.17144408782701623,-0.7256105734704817,-0.5581957502632761,-0.6637015537438961,0.08922183875492579,-0.9251887730948745,-1.2282666865680734,-0.4943844560079275,-0.9206930740209742,-0.2443763806524881,-0.27654454108244925,-0.28894212838997196,-1.1615477968079277,-0.595172876563506,-1.0520187749912155,-0.7763644270657185,-0.7576567099870121,-0.4498684454996988,-0.4498684454996988,-0.9842268381671856,-0.3939461954875152,-0.4478476475971224,-0.47880077290098655,-1.29290369313969,-0.5731531793991725,-0.6073701660637176,-0.5056517965387994,-0.648148112642212,-0.8629307007844992,0.06160828094390046,-0.38077083905641873,-0.29713415431887585,-0.7002331514561925,-0.08629530074284007,-1.2527326688860396,-0.7300251572401164,-0.7823341794196894,-1.3215865524063992,-0.07095947242679887,-1.1977871050257842,-1.2532757282872813,-1.0014319005077383,0.39494054071357415,-0.9360609741274036,-0.9710602142197404,-1.1861321615373055,-1.1323082660017416,-0.6605462783008385,-0.7406152210734009,-0.6931207193551989,-1.2314420849744327,-0.3863738306200011,-0.9068031140464431,-0.4912466009252606,0.8076453928736235,-0.5192349592891412,-1.0159591791393565,-0.37736300547229,-0.7601086345613239,-0.8468797961011699,-0.6379170771764068,-0.6782472083203138,-1.2512140680768367,-1.2539148297198905,-0.4898382069203876,-1.323566378733308,1.1943733830204406,-0.6956857610871958,-1.2951996296970183,-0.4364437583487355,-1.3080136329026448,0.818655805809939,-0.5460841297331339,-0.4281399194089812,-0.5216477953643636,-0.1931639085874625,-0.43405380175046815,-1.0719991593297165,0.6219793409324494,-0.9208588289657614,0.2764262431998164,-0.5347681712787378,-0.8112303287068572,0.12128559395438528,-0.8133826668846642,-0.3780815420043047
A-2740,"tris[(3,5-di-tert-butyl-4-hydroxyphenyl)methyl]-1,3,5-triazinane-2,4,6-trione",VNQNXQYZMPJLQX-UHFFFAOYSA-N,CC(C)(C)c1cc(CN2C(=O)N(Cc3cc(c(O)c(c3)C(C)(C)C)C(C)(C)C)C(=O)N(Cc4cc(c(O)c(c4)C(C)(C)C)C(C)(C)C)C2=O)cc(c1O)C(C)(C)C,-7.2923086931,<rdkit.Chem.rdchem.Mol object at 0x1366f8900>,2.311634395253524,1.946527901743228,1.0618795164630046,0.5287501581675679,-0.29679412374310754,-0.43118700411625704,1.7695690742949994,-0.34178930492942794,3.4023040422225703,0.39625942699830824,-0.05071330492463078,0.9425703022460692,3.5083605992312377,1.541103100375847,4.112984774662889,-0.30696195460223447,1.266832969471768,9.756715688674369,-0.35131290005232385,4.2929999525338784,3.733202153263601,-0.4868475045817513,-0.17144408782701623,-0.7256105734704817,-0.5581957502632761,-0.6637015537438961,0.08221019191053043,2.612506229007366,0.36808731299277664,0.829376303897169,1.1404806140005295,-0.2443763806524881,-0.27654454108244925,-0.28894212838997196,5.194898374136298,4.713864081147829,3.200745640101025,-0.7763644270657185,0.8420743971531034,1.6540456821155614,1.6540456821155614,2.344067179805641,-0.988772591094383,-0.4478476475971224,-0.47880077290098655,3.70905380229817,6.236693662125695,0.2163247194336412,-0.4021367835560029,-2.470919203791157,3.7279310898131905,0.06160828094390046,-0.38077083905641873,-0.29713415431887585,1.0565503471130686,-0.08629530074284007,3.2526732523748065,1.3397620783440773,0.3389240940042215,3.6891734364978968,-0.07095947242679887,4.438429441573644,3.249502787210658,3.6256625288582227,-0.3219015115245746,2.408857585934645,3.8969140456889235,3.136695084543385,2.6166467744627266,4.0102343303273535,2.7854008388333646,0.16673448203962352,3.1137804858271507,-0.010466482794391723,1.0303925435457602,-0.10223242080533569,-0.24781117986185178,2.8505766278311935,3.1758647372464153,-0.37736300547229,-0.7601086345613239,2.1132222461304453,1.5524391181922497,1.3179951848083278,-2.5098347525945686,3.7959811936165404,-0.4898382069203876,3.7919952215020554,-0.4115223422725451,2.167093296712221,3.993030773314082,-0.4364437583487355,3.4999699475664707,-2.710432432762392,-0.5460841297331339,1.5592258460336388,1.7723379214872952,-0.7468182844748946,3.834833125327437,2.858685082970279,-2.1579527604936284,2.971446989113283,0.6074877932647179,-0.5347681712787378,2.118593077985942,2.6782180465142664,-1.823587202070357,-0.3780815420043047
